
46.292210, 13.312096, 5.576311
46.228208, 13.311915, 5.568928
46.164376, 13.311733, 5.562951
46.100549, 13.311550, 5.558855
46.036562, 13.311365, 5.557118
45.972251, 13.311178, 5.558216
45.907450, 13.310988, 5.562627
45.842035, 13.310795, 5.570611
45.776026, 13.310599, 5.581651
45.709477, 13.310401, 5.595046
45.642441, 13.310200, 5.610096
45.574972, 13.309997, 5.626104
45.507123, 13.309794, 5.642370
45.438948, 13.309590, 5.658194
45.370500, 13.309386, 5.672878
45.301834, 13.309182, 5.685722
45.233003, 13.308979, 5.696027
45.164094, 13.308777, 5.703276
45.095319, 13.308577, 5.707652
45.026923, 13.308380, 5.709500
44.959148, 13.308187, 5.709171
44.892239, 13.307998, 5.707011
44.826438, 13.307813, 5.703368
44.761990, 13.307634, 5.698592
44.699137, 13.307462, 5.693029
44.638124, 13.307296, 5.687027
44.579193, 13.307138, 5.680936
44.522507, 13.306989, 5.675060
44.467902, 13.306847, 5.669537
44.415132, 13.306711, 5.664463
44.363951, 13.306580, 5.659934
44.314115, 13.306453, 5.656045
44.265378, 13.306329, 5.652892
44.217493, 13.306207, 5.650571
44.170217, 13.306086, 5.649177
44.123302, 13.305964, 5.648805
44.076505, 13.305840, 5.649552
44.029587, 13.305715, 5.651434
43.982351, 13.305586, 5.654137
43.934607, 13.305456, 5.657263
43.886168, 13.305322, 5.660411
43.836842, 13.305187, 5.663181
43.786443, 13.305049, 5.665174
43.734781, 13.304909, 5.665990
43.681667, 13.304767, 5.665230
43.626911, 13.304622, 5.662493
43.570327, 13.304476, 5.657381
43.511777, 13.304328, 5.649665
43.451363, 13.304178, 5.639874
43.389249, 13.304024, 5.628743
43.325600, 13.303866, 5.617008
43.260581, 13.303704, 5.605402
43.194358, 13.303537, 5.594660
43.127093, 13.303364, 5.585518
43.058953, 13.303185, 5.578710
42.990102, 13.302998, 5.574971
42.920705, 13.302804, 5.575036
42.850944, 13.302602, 5.579424
42.781085, 13.302394, 5.587663
42.711417, 13.302183, 5.599000
42.642227, 13.301971, 5.612683
42.573804, 13.301760, 5.627956
42.506436, 13.301554, 5.644067
42.440413, 13.301354, 5.660262
