-41.89500045776367,11.0
-41.89402389526367,10.82640266418457
-41.89643478393555,10.159717559814453
-41.89841842651367,9.632991790771484
-41.90082550048828,9.05295181274414
-41.90350341796875,8.03138542175293
-41.90485382080078,7.251441478729248
-41.90628433227539,6.415587425231934
-41.90800094604492,5.522005081176758
-41.90949630737305,4.556049823760986
-41.909507751464844,3.5454537868499756
-41.9015998840332,2.008803367614746
-41.89692306518555,0.9361234307289124
-41.89731979370117,-0.19670486450195312
-41.90697479248047,-1.9670257568359375
-41.928558349609375,-3.8033769130706787
-41.94525909423828,-5.068617820739746
-41.97145080566406,-7.047933101654053
-41.988548278808594,-8.408446311950684
-42.01533126831055,-10.531362533569336
-42.03469467163086,-12.005268096923828
-42.006263732910156,-14.267688751220703
-41.94576644897461,-16.5889892578125
-41.90448760986328,-18.1619815826416
-41.86271286010742,-19.74555206298828
-41.82099533081055,-21.338876724243164
-41.80584716796875,-22.13845443725586
-41.7966194152832,-22.928857803344727
-41.790252685546875,-23.7017765045166
-41.78492736816406,-24.453447341918945
-41.7797737121582,-25.182308197021484
-41.77454376220703,-25.887907028198242
-41.7692756652832,-26.570268630981445
-41.764076232910156,-27.22966766357422
-41.75901412963867,-27.866498947143555
-41.754150390625,-28.481191635131836
-41.749473571777344,-29.074209213256836
-41.74497985839844,-29.646018981933594
-41.74067687988281,-30.19710350036621
-41.73655700683594,-30.727935791015625
-41.732601165771484,-31.2390193939209
-41.72883605957031,-31.73778533935547
-41.7252197265625,-32.22914123535156
-41.72168731689453,-32.708370208740234
-41.718265533447266,-33.17429733276367
-41.71493911743164,-33.62687683105469
-41.71169662475586,-34.06637954711914
-41.70854568481445,-34.492759704589844
-41.70549392700195,-34.905174255371094
-41.702537536621094,-35.30354690551758
-41.69962692260742,-35.68828201293945
-41.696781158447266,-36.05992889404297
-41.69404220581055,-36.41848373413086
-41.690799713134766,-36.76472854614258
-41.68739700317383,-37.10090637207031
-41.68407440185547,-37.42954635620117
-41.67926025390625,-37.75284957885742
-41.67387008666992,-38.07262420654297
-41.66634750366211,-38.39011001586914
-41.65806579589844,-38.706321716308594
-41.6498908996582,-39.021873474121094
-41.641937255859375,-39.33714294433594
-41.6331672668457,-39.651546478271484
-41.62417984008789,-39.96297836303711
-41.61539077758789,-40.270748138427734
-41.606815338134766,-40.57516860961914
-41.59815979003906,-40.87661361694336
-41.58954620361328,-41.17498016357422
-41.58106231689453,-41.47059631347656
-41.57270050048828,-41.76403045654297
-41.56214904785156,-42.0556526184082
-41.55078125,-42.34560012817383
-41.53951644897461,-42.634178161621094
-41.52229309082031,-42.92143630981445
-41.50205612182617,-43.20924377441406
-41.481781005859375,-43.49864196777344
-41.449920654296875,-43.7884521484375
-41.40770721435547,-44.08421325683594
-41.36346435546875,-44.39036178588867
-41.31876754760742,-44.706302642822266
